datetime,HourlyDryBulbTemperature,HourlyWetBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySkyConditions,EnergyProduced(Wh)
2022-02-04 21:15:00,63.0,63.0,,100.0,BKN:07 17 OVC:08 22,0.0
2022-02-04 22:15:00,63.0,61.0,,88.0,SCT:04 35 BKN:07 49 OVC:08 65,0.0
2022-02-04 23:15:00,50.0,48.0,,82.0,OVC:08 20,0.0
2022-02-05 00:15:00,50.0,46.0,,71.0,OVC:08 28,0.0
2022-02-05 01:15:00,48.0,43.0,,66.0,OVC:08 36,0.0
2022-02-05 02:15:00,46.0,42.0,,66.0,OVC:08 44,0.0
2022-02-05 03:15:00,46.0,40.0,,57.0,OVC:08 46,0.0
2022-02-05 04:15:00,43.0,38.0,,66.0,SCT:04 50 OVC:08 60,0.0
2022-02-05 05:15:00,43.0,38.0,,61.0,OVC:08 60,0.0
2022-02-05 06:15:00,41.0,36.0,,61.0,BKN:07 60,0.0
2022-02-05 07:15:00,37.0,32.0,,56.0,CLR:00,0.0
2022-02-05 08:15:00,37.0,32.0,,56.0,CLR:00,72.0
2022-02-05 09:15:00,39.0,33.0,,52.0,CLR:00,153.0
2022-02-05 10:15:00,41.0,34.0,,45.0,CLR:00,679.0
2022-02-05 11:15:00,41.0,33.0,,42.0,CLR:00,1197.0
2022-02-05 12:15:00,43.0,34.0,,36.0,CLR:00,1515.0
2022-02-05 13:15:00,43.0,34.0,,36.0,CLR:00,1784.0
2022-02-05 14:15:00,45.0,35.0,,31.0,CLR:00,1817.0
2022-02-05 15:15:00,43.0,33.0,,31.0,CLR:00,1710.0
2022-02-05 16:15:00,45.0,34.0,,29.0,CLR:00,1335.0
2022-02-05 17:15:00,43.0,33.0,,31.0,CLR:00,469.0
2022-02-05 18:15:00,39.0,31.0,,39.0,CLR:00,0.0
2022-02-05 19:15:00,34.0,29.0,,56.0,CLR:00,0.0
2022-02-05 20:15:00,30.0,28.0,,75.0,CLR:00,0.0
2022-02-05 21:15:00,30.0,28.0,,80.0,CLR:00,0.0
2022-02-05 22:15:00,28.0,26.0,,80.0,CLR:00,0.0
2022-02-05 23:15:00,28.0,26.0,,80.0,CLR:00,0.0
2022-02-06 00:15:00,30.0,26.0,,64.0,CLR:00,0.0
2022-02-06 01:15:00,27.0,24.0,,74.0,CLR:00,0.0
2022-02-06 02:15:00,28.0,26.0,,74.0,CLR:00,0.0
2022-02-06 03:15:00,27.0,24.0,,74.0,CLR:00,0.0
2022-02-06 04:15:00,27.0,24.0,,74.0,CLR:00,0.0
2022-02-06 05:15:00,27.0,24.0,,74.0,CLR:00,0.0
2022-02-06 06:15:00,27.0,24.0,,74.0,CLR:00,0.0
2022-02-06 07:15:00,27.0,24.0,,69.0,CLR:00,6.0
2022-02-06 08:15:00,28.0,26.0,,74.0,CLR:00,78.0
2022-02-06 09:15:00,32.0,28.0,,60.0,CLR:00,166.0
2022-02-06 10:15:00,34.0,29.0,,56.0,CLR:00,717.0
2022-02-06 11:15:00,37.0,30.0,,41.0,CLR:00,1197.0
2022-02-06 12:15:00,41.0,33.0,,39.0,CLR:00,1553.0
2022-02-06 13:15:00,43.0,34.0,,39.0,CLR:00,1692.0
2022-02-06 14:15:00,45.0,36.0,,39.0,CLR:00,1754.0
2022-02-06 15:15:00,45.0,37.0,,42.0,OVC:08 41,965.0
2022-02-06 16:15:00,45.0,37.0,,42.0,OVC:08 34,173.0
2022-02-06 17:15:00,43.0,35.0,,46.0,OVC:08 38,15.0
2022-02-06 18:15:00,41.0,35.0,,53.0,BKN:07 40,0.0
2022-02-06 19:15:00,41.0,36.0,,57.0,OVC:08 42,0.0
2022-02-06 20:15:00,36.0,33.0,,70.0,CLR:00,0.0
2022-02-06 21:15:00,36.0,33.0,,75.0,CLR:00,0.0
2022-02-06 22:15:00,34.0,32.0,,81.0,CLR:00,0.0
2022-02-06 23:15:00,34.0,32.0,,81.0,BKN:07 11 BKN:07 100 BKN:07 120,0.0
2022-02-07 00:15:00,36.0,33.0,,75.0,OVC:08 9,0.0
2022-02-07 01:15:00,36.0,34.0,,81.0,OVC:08 9,0.0
2022-02-07 02:15:00,36.0,34.0,,87.0,BKN:07 11 OVC:08 49,0.0
2022-02-07 03:15:00,36.0,34.0,,87.0,SCT:04 9 SCT:04 13 OVC:08 34,0.0
2022-02-07 04:15:00,36.0,34.0,,87.0,OVC:08 11,0.0
2022-02-07 05:15:00,36.0,34.0,,87.0,BKN:07 9 OVC:08 27,0.0
2022-02-07 06:15:00,36.0,34.0,,87.0,OVC:08 9,0.0
2022-02-07 07:15:00,36.0,35.0,,93.0,BKN:07 9 OVC:08 27,10.0
2022-02-07 08:15:00,36.0,35.0,,93.0,OVC:08 7,17.0
2022-02-07 09:15:00,36.0,36.0,0.03,100.0,OVC:08 7,176.0
2022-02-07 10:15:00,37.0,37.0,0.01,100.0,OVC:08 5,309.0
2022-02-07 11:15:00,39.0,38.0,,93.0,OVC:08 5,96.0
2022-02-07 14:15:00,39.0,38.0,0.01,93.0,OVC:08 7,166.0
2022-02-07 15:15:00,39.0,38.0,0.02,93.0,OVC:08 7,76.0
2022-02-07 16:15:00,39.0,38.0,0.01,93.0,OVC:08 7,56.0
2022-02-07 17:15:00,37.0,37.0,,93.0,OVC:08 7,1.0
2022-02-07 18:15:00,37.0,37.0,,100.0,OVC:08 9,0.0
2022-02-07 19:15:00,37.0,37.0,,100.0,OVC:08 7,0.0
2022-02-07 20:15:00,37.0,37.0,,100.0,OVC:08 7,0.0
2022-02-07 21:15:00,37.0,37.0,,100.0,OVC:08 7,0.0
2022-02-07 22:15:00,37.0,37.0,,100.0,OVC:08 5,0.0
2022-02-07 23:15:00,37.0,37.0,,100.0,BKN:07 7 BKN:07 21 OVC:08 41,0.0
2022-02-08 00:15:00,37.0,37.0,,100.0,OVC:08 5,0.0
2022-02-08 01:15:00,37.0,37.0,,100.0,OVC:08 5,0.0
2022-02-08 02:15:00,37.0,37.0,,100.0,OVC:08 5,0.0
2022-02-08 03:15:00,37.0,37.0,,100.0,OVC:08 5,0.0
2022-02-08 04:15:00,37.0,37.0,,93.0,OVC:08 3,0.0
2022-02-08 05:15:00,37.0,37.0,,93.0,OVC:08 5,0.0
2022-02-08 06:15:00,37.0,37.0,,93.0,OVC:08 5,0.0
2022-02-08 07:15:00,37.0,37.0,,93.0,OVC:08 5,5.0
2022-02-08 08:15:00,37.0,37.0,,93.0,OVC:08 7,90.0
2022-02-08 09:15:00,37.0,37.0,,93.0,SCT:04 7,280.0
2022-02-08 10:15:00,39.0,38.0,,87.0,SCT:04 7,482.0
2022-02-08 11:15:00,43.0,40.0,,76.0,CLR:00,673.0
2022-02-08 12:15:00,45.0,41.0,,71.0,CLR:00,1042.0
2022-02-08 13:15:00,48.0,43.0,,62.0,CLR:00,976.0
2022-02-08 14:15:00,50.0,42.0,,50.0,CLR:00,678.0
2022-02-08 15:15:00,50.0,42.0,,50.0,CLR:00,401.0
2022-02-08 16:15:00,48.0,41.0,,54.0,CLR:00,167.0
2022-02-08 17:15:00,46.0,41.0,,62.0,CLR:00,97.0
2022-02-08 18:15:00,41.0,39.0,,81.0,CLR:00,0.0
2022-02-08 19:15:00,36.0,35.0,,93.0,CLR:00,0.0
2022-02-08 20:15:00,34.0,34.0,,100.0,CLR:00,0.0
2022-02-08 21:15:00,32.0,32.0,,100.0,CLR:00,0.0
2022-02-08 22:15:00,32.0,32.0,,100.0,CLR:00,0.0
2022-02-08 23:15:00,32.0,31.0,,93.0,CLR:00,0.0
2022-02-09 00:15:00,30.0,30.0,,100.0,CLR:00,0.0
2022-02-09 01:15:00,30.0,30.0,,100.0,CLR:00,0.0
2022-02-09 02:15:00,28.0,28.0,,100.0,CLR:00,0.0
2022-02-09 03:15:00,28.0,28.0,,100.0,CLR:00,0.0
2022-02-09 04:15:00,28.0,28.0,,93.0,CLR:00,0.0
2022-02-09 05:15:00,28.0,28.0,,100.0,CLR:00,0.0
2022-02-09 06:15:00,27.0,27.0,,100.0,CLR:00,0.0
2022-02-09 07:15:00,27.0,27.0,,100.0,CLR:00,7.0
2022-02-09 08:15:00,30.0,29.0,,93.0,CLR:00,75.0
2022-02-09 09:15:00,36.0,35.0,,93.0,CLR:00,200.0
2022-02-09 10:15:00,45.0,41.0,,71.0,CLR:00,689.0
2022-02-09 11:15:00,50.0,43.0,,54.0,CLR:00,1182.0
2022-02-09 12:15:00,54.0,43.0,,35.0,CLR:00,1504.0
2022-02-09 13:15:00,55.0,43.0,,36.0,CLR:00,1679.0
2022-02-09 14:15:00,55.0,43.0,,33.0,CLR:00,1701.0
2022-02-09 15:15:00,55.0,43.0,,33.0,CLR:00,1644.0
2022-02-09 16:15:00,55.0,43.0,,33.0,CLR:00,1315.0
2022-02-09 17:15:00,54.0,43.0,,35.0,CLR:00,539.0
2022-02-09 18:15:00,45.0,39.0,,57.0,CLR:00,0.0
2022-02-09 19:15:00,37.0,35.0,,81.0,CLR:00,0.0
2022-02-09 20:15:00,36.0,34.0,,87.0,CLR:00,0.0
2022-02-09 21:15:00,34.0,33.0,,93.0,CLR:00,0.0
2022-02-09 22:15:00,32.0,32.0,,100.0,CLR:00,0.0
2022-02-09 23:15:00,32.0,32.0,,100.0,CLR:00,0.0
2022-02-10 00:15:00,32.0,31.0,,93.0,CLR:00,0.0
2022-02-10 01:15:00,32.0,31.0,,93.0,CLR:00,0.0
2022-02-10 02:15:00,30.0,30.0,,100.0,CLR:00,0.0
2022-02-10 03:15:00,30.0,30.0,,100.0,CLR:00,0.0
2022-02-10 04:15:00,30.0,30.0,,100.0,CLR:00,0.0
2022-02-10 05:15:00,30.0,29.0,,93.0,CLR:00,0.0
2022-02-10 06:15:00,30.0,29.0,,93.0,CLR:00,0.0
2022-02-10 07:15:00,28.0,28.0,,100.0,CLR:00,13.0
2022-02-10 08:15:00,32.0,31.0,,93.0,CLR:00,87.0
2022-02-10 09:15:00,41.0,39.0,,81.0,CLR:00,176.0
2022-02-10 10:15:00,52.0,45.0,,54.0,CLR:00,709.0
2022-02-10 11:15:00,59.0,48.0,,42.0,CLR:00,1166.0
2022-02-10 12:15:00,63.0,49.0,,32.0,CLR:00,1520.0
2022-02-10 13:15:00,64.0,49.0,,30.0,CLR:00,1715.0
2022-02-10 14:15:00,64.0,48.0,,26.0,CLR:00,1751.0
2022-02-10 15:15:00,64.0,48.0,,26.0,CLR:00,1519.0
2022-02-10 16:15:00,64.0,48.0,,26.0,BKN:07 2,1189.0
2022-02-10 17:15:00,63.0,47.0,,27.0,CLR:00,455.0
2022-02-10 18:15:00,54.0,44.0,,44.0,CLR:00,0.0
2022-02-10 19:15:00,45.0,41.0,,71.0,CLR:00,0.0
2022-02-10 20:15:00,43.0,39.0,,71.0,CLR:00,0.0
2022-02-10 21:15:00,39.0,37.0,,81.0,CLR:00,0.0
2022-02-10 22:15:00,37.0,35.0,,81.0,CLR:00,0.0
2022-02-10 23:15:00,36.0,35.0,,93.0,CLR:00,0.0
2022-02-11 00:15:00,36.0,34.0,,87.0,CLR:00,0.0
2022-02-11 01:15:00,36.0,34.0,,87.0,CLR:00,0.0
2022-02-11 02:15:00,34.0,33.0,,93.0,CLR:00,0.0
2022-02-11 03:15:00,32.0,32.0,,100.0,CLR:00,0.0
2022-02-11 04:15:00,32.0,32.0,,100.0,CLR:00,0.0
2022-02-11 05:15:00,32.0,32.0,,100.0,CLR:00,0.0
2022-02-11 06:15:00,30.0,30.0,,100.0,CLR:00,0.0
2022-02-11 07:15:00,30.0,30.0,,100.0,CLR:00,9.0
2022-02-11 08:15:00,34.0,33.0,,93.0,CLR:00,91.0
2022-02-11 09:15:00,45.0,41.0,,76.0,CLR:00,208.0
2022-02-11 10:15:00,55.0,46.0,,47.0,CLR:00,734.0
2022-02-11 11:15:00,63.0,49.0,,32.0,CLR:00,983.0
2022-02-11 12:15:00,66.0,50.0,,28.0,CLR:00,1491.0
2022-02-11 13:15:00,68.0,51.0,,26.0,CLR:00,1662.0
2022-02-11 14:15:00,68.0,51.0,,26.0,CLR:00,1638.0
2022-02-11 15:15:00,70.0,52.0,,25.0,CLR:00,1272.0
2022-02-11 16:15:00,68.0,50.0,,24.0,CLR:00,1211.0
2022-02-11 17:15:00,64.0,49.0,,30.0,CLR:00,444.0
2022-02-11 18:15:00,61.0,48.0,,34.0,CLR:00,0.0
2022-02-11 19:15:00,57.0,46.0,,39.0,CLR:00,0.0
2022-02-11 20:15:00,57.0,46.0,,39.0,CLR:00,0.0
2022-02-11 21:15:00,54.0,45.0,,47.0,CLR:00,0.0
2022-02-11 22:15:00,52.0,44.0,,50.0,CLR:00,0.0
2022-02-11 23:15:00,50.0,43.0,,54.0,CLR:00,0.0
2022-02-12 00:15:00,50.0,43.0,,54.0,CLR:00,0.0
2022-02-12 01:15:00,48.0,43.0,,62.0,CLR:00,0.0
2022-02-12 02:15:00,50.0,43.0,,54.0,CLR:00,0.0
2022-02-12 03:15:00,43.0,40.0,,76.0,CLR:00,0.0
2022-02-12 04:15:00,37.0,36.0,,87.0,CLR:00,0.0
2022-02-12 05:15:00,36.0,35.0,,93.0,CLR:00,0.0
2022-02-12 06:15:00,34.0,34.0,,100.0,CLR:00,0.0
2022-02-12 07:15:00,34.0,34.0,,100.0,CLR:00,9.0
2022-02-12 08:15:00,39.0,38.0,,87.0,CLR:00,91.0
2022-02-12 09:15:00,54.0,46.0,,54.0,CLR:00,211.0
2022-02-12 10:15:00,59.0,48.0,,45.0,CLR:00,697.0
2022-02-12 11:15:00,63.0,50.0,,39.0,CLR:00,1180.0
2022-02-12 12:15:00,66.0,52.0,,35.0,CLR:00,1114.0
2022-02-12 13:15:00,68.0,53.0,,33.0,CLR:00,834.0
2022-02-12 14:15:00,66.0,53.0,,40.0,CLR:00,1414.0
2022-02-12 15:15:00,66.0,53.0,,40.0,CLR:00,1118.0
2022-02-12 16:15:00,66.0,53.0,,40.0,CLR:00,739.0
2022-02-12 17:15:00,64.0,52.0,,40.0,CLR:00,388.0
2022-02-12 18:15:00,59.0,48.0,,42.0,CLR:00,0.0
2022-02-12 19:15:00,50.0,44.0,,62.0,CLR:00,0.0
2022-02-12 20:15:00,46.0,42.0,,71.0,CLR:00,0.0
2022-02-12 21:15:00,43.0,40.0,,81.0,CLR:00,0.0
2022-02-12 22:15:00,41.0,39.0,,87.0,CLR:00,0.0
2022-02-12 23:15:00,41.0,39.0,,87.0,CLR:00,0.0
2022-02-13 00:15:00,37.0,37.0,,100.0,CLR:00,0.0
2022-02-13 01:15:00,39.0,38.0,,93.0,CLR:00,0.0
2022-02-13 02:15:00,41.0,39.0,,87.0,CLR:00,0.0
2022-02-13 03:15:00,41.0,39.0,,87.0,CLR:00,0.0
2022-02-13 04:15:00,41.0,39.0,,87.0,CLR:00,0.0
2022-02-13 05:15:00,41.0,40.0,,93.0,CLR:00,0.0
2022-02-13 06:15:00,46.0,43.0,,76.0,CLR:00,0.0
2022-02-13 07:15:00,46.0,42.0,,66.0,CLR:00,0.0
2022-02-13 08:15:00,45.0,40.0,,66.0,CLR:00,100.0
2022-02-13 09:15:00,46.0,40.0,,57.0,CLR:00,342.0
2022-02-13 10:15:00,48.0,41.0,,54.0,CLR:00,837.0
2022-02-13 11:15:00,48.0,41.0,,54.0,CLR:00,951.0
2022-02-13 12:15:00,48.0,41.0,,54.0,SCT:04 35,408.0
2022-02-13 13:15:00,48.0,42.0,,58.0,CLR:00,497.0
2022-02-13 14:15:00,46.0,41.0,,62.0,BKN:07 35 BKN:07 70 BKN:07 85,370.0
2022-02-13 15:15:00,48.0,42.0,,58.0,SCT:04 35 BKN:07 100,291.0
2022-02-13 16:15:00,46.0,41.0,,62.0,OVC:08 35,52.0
2022-02-13 17:15:00,45.0,41.0,,71.0,SCT:04 29 OVC:08 35,0.0
2022-02-13 18:15:00,41.0,39.0,,81.0,SCT:04 14 OVC:08 28,0.0
2022-02-13 19:15:00,41.0,39.0,,81.0,OVC:08 14,0.0
2022-02-13 20:15:00,41.0,38.0,,76.0,OVC:08 16,0.0
2022-02-13 21:15:00,39.0,37.0,,81.0,OVC:08 16,0.0
2022-02-13 22:15:00,37.0,36.0,,87.0,SCT:04 17 BKN:07 65 OVC:08 95,0.0
2022-02-13 23:15:00,36.0,34.0,,87.0,BKN:07 95,0.0
2022-02-14 00:15:00,36.0,34.0,,87.0,OVC:08 17,0.0
2022-02-14 01:15:00,32.0,32.0,,100.0,CLR:00,0.0
2022-02-14 02:15:00,30.0,30.0,,100.0,CLR:00,0.0
2022-02-14 03:15:00,28.0,28.0,,100.0,CLR:00,0.0
2022-02-14 04:15:00,28.0,28.0,,100.0,CLR:00,0.0
2022-02-14 05:15:00,28.0,28.0,,93.0,CLR:00,0.0
2022-02-14 06:15:00,27.0,27.0,,100.0,CLR:00,0.0
2022-02-14 07:15:00,27.0,27.0,,100.0,CLR:00,15.0
2022-02-14 08:15:00,30.0,29.0,,93.0,CLR:00,90.0
2022-02-14 09:15:00,34.0,32.0,,87.0,CLR:00,258.0
2022-02-14 10:15:00,39.0,34.0,,56.0,CLR:00,757.0
2022-02-14 11:15:00,41.0,34.0,,49.0,CLR:00,1256.0
2022-02-14 12:15:00,43.0,35.0,,46.0,CLR:00,1610.0
2022-02-14 13:15:00,46.0,37.0,,37.0,CLR:00,1794.0
2022-02-14 14:15:00,46.0,36.0,,34.0,CLR:00,1863.0
2022-02-14 15:15:00,48.0,38.0,,34.0,CLR:00,1721.0
2022-02-14 16:15:00,50.0,38.0,,30.0,CLR:00,1366.0
2022-02-14 17:15:00,50.0,39.0,,32.0,CLR:00,626.0
2022-02-14 18:15:00,41.0,36.0,,57.0,CLR:00,0.0
2022-02-14 19:15:00,36.0,33.0,,75.0,CLR:00,0.0
2022-02-14 20:15:00,37.0,33.0,,65.0,CLR:00,0.0
2022-02-14 21:15:00,36.0,31.0,,60.0,CLR:00,0.0
2022-02-14 22:15:00,32.0,29.0,,75.0,CLR:00,0.0
2022-02-14 23:15:00,30.0,29.0,,86.0,CLR:00,0.0
2022-02-15 00:15:00,28.0,27.0,,86.0,CLR:00,0.0
2022-02-15 01:15:00,28.0,26.0,,80.0,CLR:00,0.0
2022-02-15 02:15:00,28.0,26.0,,80.0,CLR:00,0.0
2022-02-15 03:15:00,28.0,26.0,,80.0,CLR:00,0.0
2022-02-15 04:15:00,27.0,26.0,,86.0,CLR:00,0.0
2022-02-15 05:15:00,23.0,22.0,,93.0,CLR:00,0.0
2022-02-15 06:15:00,23.0,22.0,,93.0,CLR:00,0.0
2022-02-15 07:15:00,23.0,23.0,,100.0,CLR:00,21.0
2022-02-15 08:15:00,30.0,29.0,,86.0,CLR:00,92.0
2022-02-15 09:15:00,34.0,31.0,,75.0,CLR:00,258.0
2022-02-15 10:15:00,39.0,34.0,,61.0,CLR:00,774.0
2022-02-15 11:15:00,43.0,35.0,,46.0,CLR:00,1267.0
2022-02-15 12:15:00,46.0,37.0,,40.0,CLR:00,1530.0
2022-02-15 13:15:00,48.0,38.0,,37.0,CLR:00,1724.0
2022-02-15 14:15:00,50.0,39.0,,35.0,CLR:00,1812.0
2022-02-15 15:15:00,52.0,40.0,,32.0,CLR:00,1588.0
2022-02-15 16:15:00,52.0,40.0,,32.0,CLR:00,1210.0
2022-02-15 17:15:00,50.0,40.0,,37.0,CLR:00,548.0
2022-02-15 18:15:00,45.0,38.0,,49.0,CLR:00,0.0
2022-02-15 19:15:00,36.0,34.0,,81.0,CLR:00,0.0
2022-02-15 20:15:00,34.0,32.0,,81.0,CLR:00,0.0
2022-02-15 21:15:00,41.0,36.0,,61.0,CLR:00,0.0
2022-02-15 22:15:00,41.0,36.0,,61.0,CLR:00,0.0
2022-02-15 23:15:00,36.0,33.0,,75.0,CLR:00,0.0
2022-02-16 00:15:00,34.0,32.0,,81.0,CLR:00,0.0
2022-02-16 01:15:00,32.0,31.0,,87.0,CLR:00,0.0
2022-02-16 02:15:00,30.0,29.0,,93.0,CLR:00,0.0
2022-02-16 03:15:00,30.0,29.0,,93.0,CLR:00,0.0
2022-02-16 04:15:00,28.0,28.0,,100.0,CLR:00,0.0
2022-02-16 05:15:00,28.0,28.0,,100.0,CLR:00,0.0
2022-02-16 06:15:00,30.0,29.0,,93.0,CLR:00,0.0
2022-02-16 07:15:00,30.0,29.0,,93.0,CLR:00,20.0
2022-02-16 08:15:00,36.0,34.0,,87.0,CLR:00,93.0
2022-02-16 09:15:00,43.0,39.0,,71.0,CLR:00,205.0
2022-02-16 10:15:00,50.0,44.0,,62.0,CLR:00,738.0
2022-02-16 11:15:00,55.0,47.0,,55.0,CLR:00,1223.0
2022-02-16 12:15:00,61.0,51.0,,48.0,CLR:00,1549.0
2022-02-16 13:15:00,64.0,52.0,,43.0,CLR:00,1668.0
2022-02-16 14:15:00,63.0,53.0,,49.0,SCT:04 50,954.0
2022-02-16 15:15:00,64.0,53.0,,46.0,SCT:04 50 SCT:04 60,378.0
2022-02-16 16:15:00,63.0,54.0,,52.0,BKN:07 50 OVC:08 60,99.0
2022-02-16 17:15:00,63.0,54.0,,52.0,OVC:08 50,1.0
2022-02-16 18:15:00,61.0,52.0,,52.0,OVC:08 50,0.0
2022-02-16 19:15:00,57.0,51.0,,63.0,SCT:04 60 OVC:08 80,0.0
2022-02-16 20:15:00,52.0,48.0,,72.0,SCT:04 70,0.0
2022-02-16 21:15:00,50.0,47.0,,76.0,CLR:00,0.0
2022-02-16 22:15:00,48.0,46.0,,82.0,CLR:00,0.0
2022-02-16 23:15:00,45.0,44.0,,93.0,CLR:00,0.0
2022-02-17 00:15:00,46.0,45.0,,87.0,OVC:08 75,0.0
2022-02-17 01:15:00,46.0,45.0,,87.0,BKN:07 60 OVC:08 75,0.0
2022-02-17 02:15:00,48.0,46.0,,82.0,OVC:08 70,0.0
2022-02-17 03:15:00,48.0,47.0,,87.0,OVC:08 70,0.0
2022-02-17 04:15:00,45.0,44.0,,93.0,CLR:00,0.0
2022-02-17 05:15:00,43.0,43.0,,100.0,SCT:04 49 SCT:04 70 BKN:07 80,0.0
2022-02-17 06:15:00,45.0,44.0,,93.0,OVC:08 80,0.0
2022-02-17 07:15:00,45.0,44.0,,93.0,SCT:04 47 BKN:07 80,38.0
2022-02-17 08:15:00,46.0,46.0,,93.0,CLR:00,220.0
2022-02-17 09:15:00,61.0,56.0,,72.0,CLR:00,422.0
2022-02-17 10:15:00,68.0,60.0,,60.0,CLR:00,722.0
2022-02-17 11:15:00,70.0,61.0,,57.0,CLR:00,1059.0
2022-02-17 12:15:00,72.0,61.0,,50.0,SCT:04 48 SCT:04 55 SCT:04 75,1130.0
2022-02-17 13:15:00,75.0,62.0,,44.0,SCT:04 49 SCT:04 60,1163.0
2022-02-17 14:15:00,73.0,60.0,,44.0,BKN:07 55 BKN:07 65,1570.0
2022-02-17 15:15:00,75.0,62.0,,44.0,BKN:07 55 BKN:07 75,1031.0
2022-02-17 16:15:00,73.0,60.0,,44.0,SCT:04 55,341.0
2022-02-17 17:15:00,72.0,60.0,,47.0,CLR:00,78.0
2022-02-17 18:15:00,70.0,59.0,,50.0,CLR:00,0.0
2022-02-17 19:15:00,68.0,59.0,,56.0,CLR:00,0.0
2022-02-17 20:15:00,66.0,60.0,,68.0,CLR:00,0.0
2022-02-17 21:15:00,66.0,62.0,,78.0,BKN:07 23 OVC:08 35,0.0
2022-02-17 22:15:00,66.0,64.0,,88.0,OVC:08 15,0.0
2022-02-17 23:15:00,68.0,65.0,,83.0,OVC:08 15,0.0
2022-02-18 00:15:00,70.0,66.0,,78.0,OVC:08 19,0.0
2022-02-18 01:15:00,70.0,66.0,,83.0,OVC:08 21,0.0
2022-02-18 02:15:00,72.0,67.0,,78.0,OVC:08 23,0.0
2022-02-18 03:15:00,72.0,67.0,,78.0,SCT:04 25 BKN:07 31 OVC:08 40,0.0
2022-02-18 04:15:00,70.0,66.0,0.02,83.0,BKN:07 25 OVC:08 32,0.0
2022-02-18 05:15:00,66.0,65.0,0.01,94.0,SCT:04 21 SCT:04 46 OVC:08 90,0.0
2022-02-18 06:15:00,66.0,65.0,,94.0,BKN:07 14 BKN:07 24 OVC:08 29,0.0
2022-02-18 07:15:00,68.0,66.0,,88.0,BKN:07 16 BKN:07 22 OVC:08 28,36.0
2022-02-18 08:15:00,68.0,65.0,,83.0,SCT:04 18 SCT:04 27 SCT:04 110,131.0
2022-02-18 09:15:00,68.0,65.0,,83.0,SCT:04 20 BKN:07 26 BKN:07 34,429.0
2022-02-18 10:15:00,70.0,64.0,,73.0,OVC:08 24,526.0
2022-02-18 11:15:00,72.0,65.0,,69.0,BKN:07 28 BKN:07 33 BKN:07 44,658.0
2022-02-18 12:15:00,63.0,54.0,,56.0,SCT:04 32 BKN:07 39 OVC:08 48,1323.0
2022-02-18 13:15:00,63.0,53.0,,49.0,SCT:04 41 BKN:07 50 BKN:07 55,896.0
2022-02-18 14:15:00,61.0,51.0,,48.0,OVC:08 45,1403.0
2022-02-18 15:15:00,61.0,49.0,,39.0,BKN:07 45 BKN:07 65,721.0
2022-02-18 16:15:00,59.0,48.0,,42.0,BKN:07 47,949.0
2022-02-18 17:15:00,57.0,46.0,,41.0,BKN:07 49 OVC:08 55,334.0
2022-02-18 18:15:00,54.0,45.0,,47.0,BKN:07 55 OVC:08 70,0.0
2022-02-18 19:15:00,52.0,43.0,,47.0,CLR:00,0.0
2022-02-18 20:15:00,50.0,42.0,,50.0,CLR:00,0.0
2022-02-18 21:15:00,46.0,40.0,,57.0,SCT:04 50,0.0
2022-02-18 22:15:00,45.0,38.0,,53.0,BKN:07 55,0.0
2022-02-18 23:15:00,43.0,37.0,,53.0,BKN:07 55,0.0
2022-02-19 00:15:00,41.0,36.0,,57.0,OVC:08 55,0.0
2022-02-19 01:15:00,41.0,35.0,,53.0,OVC:08 65,0.0
2022-02-19 02:15:00,37.0,32.0,,56.0,OVC:08 65,0.0
2022-02-19 03:15:00,36.0,32.0,,65.0,CLR:00,0.0
2022-02-19 04:15:00,32.0,30.0,,80.0,CLR:00,0.0
2022-02-19 05:15:00,32.0,31.0,,87.0,SCT:04 55,0.0
2022-02-19 06:15:00,32.0,29.0,,69.0,CLR:00,0.0
2022-02-19 07:15:00,32.0,29.0,,69.0,SCT:04 50,27.0
2022-02-19 08:15:00,36.0,31.0,,60.0,CLR:00,87.0
2022-02-19 09:15:00,41.0,34.0,,45.0,SCT:04 2,225.0
2022-02-19 10:15:00,43.0,35.0,,42.0,CLR:00,820.0
2022-02-19 11:15:00,46.0,36.0,,32.0,CLR:00,1264.0
2022-02-19 12:15:00,52.0,39.0,,26.0,CLR:00,1680.0
2022-02-19 13:15:00,55.0,41.0,,26.0,CLR:00,1856.0
2022-02-19 14:15:00,59.0,44.0,,25.0,CLR:00,1908.0
2022-02-19 15:15:00,59.0,44.0,,27.0,CLR:00,1783.0
2022-02-19 16:15:00,59.0,44.0,,25.0,CLR:00,1490.0
2022-02-19 17:15:00,59.0,44.0,,25.0,CLR:00,798.0
2022-02-19 18:15:00,55.0,41.0,,26.0,CLR:00,0.0
2022-02-19 19:15:00,52.0,38.0,,22.0,CLR:00,0.0
2022-02-19 20:15:00,50.0,37.0,,24.0,CLR:00,0.0
2022-02-19 21:15:00,46.0,34.0,,25.0,CLR:00,0.0
2022-02-19 22:15:00,45.0,34.0,,27.0,CLR:00,0.0
2022-02-19 23:15:00,41.0,32.0,,33.0,CLR:00,0.0
2022-02-20 00:15:00,39.0,30.0,,33.0,CLR:00,0.0
2022-02-20 01:15:00,36.0,29.0,,41.0,CLR:00,0.0
2022-02-20 02:15:00,36.0,28.0,,35.0,CLR:00,0.0
2022-02-20 03:15:00,32.0,27.0,,55.0,CLR:00,0.0
2022-02-20 04:15:00,30.0,27.0,,69.0,CLR:00,0.0
