datetime,HourlyDryBulbTemperature,HourlyWetBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySkyConditions,EnergyProduced(Wh)
2021-07-01 00:15:00,77.0,74.0,,83.0,CLR:00,0.0
2021-07-01 01:15:00,77.0,74.0,,83.0,CLR:00,0.0
2021-07-01 02:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-01 03:15:00,73.0,72.0,,94.0,BKN:07 110,0.0
2021-07-01 04:15:00,73.0,72.0,,94.0,SCT:04 110,0.0
2021-07-01 05:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-01 06:15:00,75.0,74.0,,94.0,CLR:00,8.0
2021-07-01 07:15:00,79.0,75.0,,84.0,CLR:00,63.0
2021-07-01 08:15:00,81.0,75.0,,79.0,CLR:00,92.0
2021-07-01 09:15:00,84.0,76.0,,70.0,CLR:00,271.0
2021-07-01 10:15:00,86.0,77.0,,66.0,SCT:04 30,766.0
2021-07-01 11:15:00,88.0,77.0,,62.0,BKN:07 36,1144.0
2021-07-01 12:15:00,88.0,77.0,,59.0,SCT:04 39,1477.0
2021-07-01 13:15:00,88.0,77.0,,59.0,SCT:04 43,1700.0
2021-07-01 14:15:00,90.0,77.0,,55.0,SCT:04 45 SCT:04 50,1656.0
2021-07-01 15:15:00,90.0,77.0,,55.0,CLR:00,1783.0
2021-07-01 16:15:00,90.0,76.0,,52.0,CLR:00,1820.0
2021-07-01 17:15:00,88.0,76.0,,55.0,SCT:04 50,656.0
2021-07-01 18:15:00,86.0,76.0,,62.0,CLR:00,811.0
2021-07-01 19:15:00,82.0,75.0,,70.0,BKN:07 49 BKN:07 60,214.0
2021-07-01 20:15:00,81.0,75.0,,74.0,CLR:00,4.0
2021-07-01 21:15:00,81.0,75.0,,74.0,SCT:04 26 SCT:04 32 BKN:07 70,0.0
2021-07-01 22:15:00,73.0,71.0,,89.0,SCT:04 50 SCT:04 70 BKN:07 110,0.0
2021-07-01 23:15:00,73.0,71.0,,89.0,CLR:00,0.0
2021-07-02 00:15:00,73.0,71.0,,89.0,CLR:00,0.0
2021-07-02 01:15:00,73.0,72.0,,94.0,OVC:08 23,0.0
2021-07-02 02:15:00,73.0,72.0,,94.0,BKN:07 12 BKN:07 17 OVC:08 23,0.0
2021-07-02 03:15:00,73.0,72.0,,94.0,OVC:08 11,0.0
2021-07-02 04:15:00,75.0,73.0,,89.0,OVC:08 11,0.0
2021-07-02 05:15:00,73.0,72.0,,94.0,OVC:08 11,0.0
2021-07-02 06:15:00,75.0,73.0,,89.0,OVC:08 11,0.0
2021-07-02 07:15:00,73.0,72.0,0.01,94.0,BKN:07 11 SCT:04 16 OVC:08 23,34.0
2021-07-02 08:15:00,66.0,65.0,0.1,94.0,SCT:04 14 SCT:04 26 OVC:08 40,2.0
2021-07-02 09:15:00,68.0,66.0,0.01,88.0,SCT:04 47 SCT:04 60 OVC:08 90,120.0
2021-07-02 10:15:00,70.0,67.0,,88.0,SCT:04 95,591.0
2021-07-02 11:15:00,72.0,69.0,,88.0,SCT:04 90,421.0
2021-07-02 12:15:00,72.0,71.0,,94.0,SCT:04 34 BKN:07 55 OVC:08 70,345.0
2021-07-02 13:15:00,73.0,71.0,,89.0,SCT:04 8 SCT:04 27 BKN:07 48,848.0
2021-07-02 14:15:00,73.0,72.0,,94.0,OVC:08 13,302.0
2021-07-02 15:15:00,75.0,72.0,,83.0,SCT:04 11 BKN:07 43 BKN:07 65,422.0
2021-07-02 16:15:00,77.0,72.0,,79.0,SCT:04 65,407.0
2021-07-02 17:15:00,77.0,72.0,,79.0,SCT:04 16 BKN:07 80,538.0
2021-07-02 18:15:00,73.0,72.0,,94.0,SCT:04 85,491.0
2021-07-02 19:15:00,73.0,72.0,,94.0,CLR:00,157.0
2021-07-02 20:15:00,70.0,70.0,,100.0,CLR:00,15.0
2021-07-02 21:15:00,70.0,70.0,,100.0,SCT:04 2,0.0
2021-07-02 22:15:00,68.0,68.0,,100.0,SCT:04 1,0.0
2021-07-02 23:15:00,68.0,68.0,,100.0,BKN:07 2 OVC:08 110,0.0
2021-07-03 00:15:00,70.0,70.0,,100.0,SCT:04 11 BKN:07 32 OVC:08 55,0.0
2021-07-03 01:15:00,68.0,66.0,,88.0,OVC:08 90,0.0
2021-07-03 02:15:00,68.0,65.0,,83.0,SCT:04 60 BKN:07 80 OVC:08 90,0.0
2021-07-03 03:15:00,68.0,63.0,,73.0,CLR:00,0.0
2021-07-03 04:15:00,66.0,61.0,,73.0,CLR:00,0.0
2021-07-03 05:15:00,64.0,59.0,,73.0,SCT:04 120,0.0
2021-07-03 06:15:00,66.0,61.0,,73.0,BKN:07 37,1.0
2021-07-03 07:15:00,68.0,62.0,,69.0,SCT:04 41,73.0
2021-07-03 08:15:00,72.0,64.0,,65.0,CLR:00,114.0
2021-07-03 09:15:00,75.0,65.0,,57.0,CLR:00,280.0
2021-07-03 10:15:00,77.0,66.0,,54.0,CLR:00,816.0
2021-07-03 11:15:00,77.0,66.0,,54.0,CLR:00,1293.0
2021-07-03 12:15:00,81.0,66.0,,45.0,CLR:00,1621.0
2021-07-03 13:15:00,81.0,67.0,,48.0,CLR:00,1894.0
2021-07-03 14:15:00,81.0,66.0,,45.0,SCT:04 55,1960.0
2021-07-03 15:15:00,81.0,66.0,,45.0,SCT:04 55,1842.0
2021-07-03 16:15:00,81.0,67.0,,48.0,SCT:04 60,1462.0
2021-07-03 17:15:00,81.0,67.0,,48.0,SCT:04 2 SCT:04 70,1542.0
2021-07-03 18:15:00,77.0,68.0,,61.0,SCT:04 70,1039.0
2021-07-03 19:15:00,72.0,67.0,,78.0,CLR:00,536.0
2021-07-03 20:15:00,68.0,66.0,,88.0,CLR:00,10.0
2021-07-03 22:15:00,64.0,63.0,,94.0,CLR:00,0.0
2021-07-03 23:15:00,63.0,63.0,,100.0,CLR:00,0.0
2021-07-04 00:15:00,63.0,63.0,,100.0,CLR:00,0.0
2021-07-04 01:15:00,61.0,61.0,,100.0,CLR:00,0.0
2021-07-04 02:15:00,61.0,61.0,,100.0,CLR:00,0.0
2021-07-04 03:15:00,59.0,59.0,,100.0,CLR:00,0.0
2021-07-04 04:15:00,59.0,59.0,,100.0,CLR:00,0.0
2021-07-04 05:15:00,59.0,59.0,,100.0,CLR:00,0.0
2021-07-04 06:15:00,61.0,61.0,,100.0,CLR:00,6.0
2021-07-04 07:15:00,68.0,65.0,,83.0,SCT:04 2,71.0
2021-07-04 08:15:00,75.0,67.0,,65.0,CLR:00,104.0
2021-07-04 09:15:00,79.0,67.0,,51.0,CLR:00,293.0
2021-07-04 10:15:00,81.0,65.0,,42.0,CLR:00,790.0
2021-07-04 11:15:00,81.0,67.0,,48.0,CLR:00,1237.0
2021-07-04 12:15:00,82.0,68.0,,45.0,CLR:00,1553.0
2021-07-04 13:15:00,86.0,68.0,,38.0,CLR:00,1807.0
2021-07-04 14:15:00,84.0,68.0,,43.0,CLR:00,1930.0
2021-07-04 15:15:00,86.0,69.0,,40.0,SCT:04 70,1860.0
2021-07-04 16:15:00,86.0,69.0,,40.0,SCT:04 75,1914.0
2021-07-04 17:15:00,84.0,69.0,,45.0,SCT:04 75,619.0
2021-07-04 18:15:00,81.0,71.0,,62.0,CLR:00,1251.0
2021-07-04 19:15:00,73.0,70.0,,83.0,CLR:00,646.0
2021-07-04 20:15:00,70.0,69.0,,94.0,CLR:00,12.0
2021-07-04 21:15:00,66.0,65.0,,94.0,CLR:00,0.0
2021-07-04 22:15:00,66.0,65.0,,94.0,CLR:00,0.0
2021-07-04 23:15:00,64.0,64.0,,100.0,CLR:00,0.0
2021-07-05 00:15:00,64.0,64.0,,100.0,CLR:00,0.0
2021-07-05 01:15:00,63.0,63.0,,100.0,CLR:00,0.0
2021-07-05 02:15:00,63.0,63.0,,100.0,CLR:00,0.0
2021-07-05 03:15:00,63.0,63.0,,100.0,CLR:00,0.0
2021-07-05 04:15:00,63.0,63.0,,100.0,CLR:00,0.0
2021-07-05 05:15:00,63.0,62.0,,94.0,CLR:00,0.0
2021-07-05 06:15:00,64.0,63.0,,94.0,CLR:00,9.0
2021-07-05 07:15:00,70.0,69.0,,94.0,CLR:00,87.0
2021-07-05 08:15:00,77.0,71.0,,74.0,CLR:00,142.0
2021-07-05 09:15:00,82.0,70.0,,55.0,CLR:00,327.0
2021-07-05 10:15:00,84.0,70.0,,48.0,SCT:04 100,771.0
2021-07-05 11:15:00,86.0,72.0,,49.0,CLR:00,1182.0
2021-07-05 12:15:00,86.0,72.0,,49.0,CLR:00,1510.0
2021-07-05 13:15:00,88.0,72.0,,46.0,CLR:00,1713.0
2021-07-05 14:15:00,90.0,74.0,,46.0,CLR:00,1874.0
2021-07-05 15:15:00,90.0,75.0,,49.0,CLR:00,1439.0
2021-07-05 16:15:00,86.0,74.0,,55.0,CLR:00,1738.0
2021-07-05 17:15:00,88.0,73.0,,49.0,SCT:04 2,1510.0
2021-07-05 18:15:00,86.0,74.0,,55.0,CLR:00,1103.0
2021-07-05 20:15:00,73.0,72.0,,94.0,SCT:04 100,2.0
2021-07-05 21:15:00,77.0,72.0,,79.0,BKN:07 70,0.0
2021-07-05 22:15:00,77.0,70.0,,69.0,CLR:00,0.0
2021-07-05 23:15:00,75.0,68.0,,69.0,OVC:08 110,0.0
2021-07-06 00:15:00,73.0,69.0,,78.0,SCT:04 110,0.0
2021-07-06 01:15:00,72.0,69.0,,88.0,CLR:00,0.0
2021-07-06 02:15:00,68.0,68.0,,100.0,SCT:04 100,0.0
2021-07-06 03:15:00,68.0,67.0,,94.0,CLR:00,0.0
2021-07-06 04:15:00,66.0,65.0,,94.0,CLR:00,0.0
2021-07-06 05:15:00,66.0,65.0,,94.0,CLR:00,0.0
2021-07-06 06:15:00,68.0,67.0,,94.0,CLR:00,6.0
2021-07-06 07:15:00,73.0,70.0,,83.0,CLR:00,86.0
2021-07-06 08:15:00,79.0,73.0,,74.0,CLR:00,138.0
2021-07-06 09:15:00,81.0,74.0,,70.0,CLR:00,309.0
2021-07-06 10:15:00,82.0,74.0,,66.0,CLR:00,781.0
2021-07-06 11:15:00,86.0,74.0,,55.0,CLR:00,1178.0
2021-07-06 12:15:00,86.0,74.0,,55.0,CLR:00,1543.0
2021-07-06 13:15:00,88.0,74.0,,52.0,CLR:00,1792.0
2021-07-06 14:15:00,88.0,74.0,,52.0,CLR:00,1868.0
2021-07-06 15:15:00,88.0,74.0,,52.0,CLR:00,1639.0
2021-07-06 16:15:00,88.0,74.0,,52.0,CLR:00,1703.0
2021-07-06 17:15:00,86.0,73.0,,52.0,CLR:00,1599.0
2021-07-06 18:15:00,86.0,75.0,,59.0,CLR:00,1216.0
2021-07-06 19:15:00,81.0,74.0,,70.0,CLR:00,683.0
2021-07-06 20:15:00,73.0,71.0,,89.0,CLR:00,15.0
2021-07-06 21:15:00,72.0,71.0,,94.0,CLR:00,0.0
2021-07-06 22:15:00,72.0,69.0,,88.0,CLR:00,0.0
2021-07-06 23:15:00,70.0,69.0,,94.0,CLR:00,0.0
2021-07-07 00:15:00,70.0,69.0,,94.0,CLR:00,0.0
2021-07-07 01:15:00,68.0,68.0,,100.0,CLR:00,0.0
2021-07-07 02:15:00,68.0,67.0,,94.0,CLR:00,0.0
2021-07-07 03:15:00,66.0,65.0,,94.0,CLR:00,0.0
2021-07-07 04:15:00,66.0,65.0,,94.0,CLR:00,0.0
2021-07-07 05:15:00,64.0,64.0,,100.0,CLR:00,0.0
2021-07-07 06:15:00,68.0,67.0,,94.0,CLR:00,12.0
2021-07-07 07:15:00,73.0,72.0,,94.0,CLR:00,89.0
2021-07-07 08:15:00,79.0,75.0,,84.0,CLR:00,145.0
2021-07-07 09:15:00,82.0,76.0,,74.0,CLR:00,339.0
2021-07-07 10:15:00,86.0,76.0,,62.0,CLR:00,787.0
2021-07-07 11:15:00,86.0,76.0,,62.0,CLR:00,1034.0
2021-07-07 12:15:00,88.0,76.0,,55.0,CLR:00,1351.0
2021-07-07 13:15:00,88.0,74.0,,52.0,SCT:04 50 SCT:04 65,1722.0
2021-07-07 14:15:00,90.0,75.0,,49.0,CLR:00,1699.0
2021-07-07 15:15:00,90.0,75.0,,49.0,CLR:00,1922.0
2021-07-07 16:15:00,90.0,75.0,,49.0,SCT:04 60,1600.0
2021-07-07 17:15:00,88.0,77.0,,62.0,SCT:04 44 SCT:04 50,1430.0
2021-07-07 18:15:00,82.0,74.0,,66.0,SCT:04 2,1189.0
2021-07-07 19:15:00,81.0,74.0,,70.0,CLR:00,455.0
2021-07-07 20:15:00,79.0,74.0,,79.0,CLR:00,0.0
2021-07-07 21:15:00,79.0,75.0,,84.0,CLR:00,0.0
2021-07-07 22:15:00,77.0,74.0,,89.0,CLR:00,0.0
2021-07-07 23:15:00,79.0,75.0,,84.0,CLR:00,0.0
2021-07-08 00:15:00,79.0,75.0,,84.0,CLR:00,0.0
2021-07-08 01:15:00,77.0,74.0,,89.0,SCT:04 11,0.0
2021-07-08 02:15:00,77.0,74.0,,89.0,SCT:04 10,0.0
2021-07-08 03:15:00,77.0,74.0,,89.0,CLR:00,0.0
2021-07-08 04:15:00,75.0,74.0,,94.0,CLR:00,0.0
2021-07-08 05:15:00,75.0,74.0,,94.0,CLR:00,0.0
2021-07-08 06:15:00,77.0,76.0,,94.0,SCT:04 50 SCT:04 75 SCT:04 110,0.0
2021-07-08 07:15:00,77.0,76.0,0.05,94.0,OVC:08 7,0.0
2021-07-08 08:15:00,77.0,76.0,0.06,94.0,SCT:04 6 BKN:07 19 OVC:08 70,0.0
2021-07-08 09:15:00,77.0,74.0,0.03,89.0,SCT:04 14 BKN:07 41 OVC:08 70,50.0
2021-07-08 10:15:00,73.0,72.0,0.23,94.0,BKN:07 13 OVC:08 18,82.0
2021-07-08 11:15:00,73.0,72.0,0.05,94.0,SCT:04 12 BKN:07 18 OVC:08 39,42.0
2021-07-08 12:15:00,73.0,72.0,0.01,94.0,BKN:07 10 OVC:08 13,68.0
2021-07-08 13:15:00,77.0,74.0,,89.0,OVC:08 16,121.0
2021-07-08 14:15:00,77.0,74.0,,89.0,SCT:04 10 OVC:08 16,177.0
2021-07-08 15:15:00,77.0,74.0,,89.0,OVC:08 12,150.0
2021-07-08 16:15:00,75.0,74.0,,94.0,OVC:08 10,185.0
2021-07-08 17:15:00,75.0,74.0,,94.0,SCT:04 7 BKN:07 13 OVC:08 23,190.0
2021-07-08 18:15:00,73.0,72.0,,94.0,BKN:07 17 OVC:08 25,97.0
2021-07-08 19:15:00,73.0,71.0,,89.0,OVC:08 23,67.0
2021-07-08 20:15:00,73.0,72.0,,94.0,SCT:04 27 OVC:08 33,0.0
2021-07-08 21:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-08 22:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-08 23:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-09 00:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-09 01:15:00,75.0,73.0,,89.0,CLR:00,0.0
2021-07-09 02:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-09 03:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-09 04:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-09 05:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-09 06:15:00,73.0,73.0,,100.0,CLR:00,11.0
2021-07-09 07:15:00,77.0,74.0,,89.0,CLR:00,101.0
2021-07-09 08:15:00,79.0,75.0,,84.0,SCT:04 12,186.0
2021-07-09 09:15:00,82.0,76.0,,74.0,SCT:04 2 SCT:04 16,277.0
2021-07-09 10:15:00,84.0,78.0,,74.0,CLR:00,743.0
2021-07-09 11:15:00,86.0,78.0,,70.0,CLR:00,1180.0
2021-07-09 12:15:00,90.0,79.0,,63.0,CLR:00,1474.0
2021-07-09 13:15:00,90.0,78.0,,59.0,SCT:04 43,1675.0
2021-07-09 14:15:00,90.0,78.0,,59.0,SCT:04 43 SCT:04 50,1819.0
2021-07-09 15:15:00,91.0,78.0,,56.0,SCT:04 44,1616.0
2021-07-09 17:15:00,72.0,72.0,0.78,100.0,BKN:07 2 BKN:07 7 OVC:08 11,210.0
2021-07-09 18:15:00,72.0,72.0,,100.0,SCT:04 50 SCT:04 80 BKN:07 110,0.0
2021-07-09 19:15:00,72.0,72.0,,100.0,SCT:04 65 SCT:04 85 SCT:04 110,8.0
2021-07-09 20:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-09 21:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-09 23:15:00,70.0,70.0,,100.0,CLR:00,0.0
2021-07-10 00:15:00,72.0,71.0,,94.0,CLR:00,0.0
2021-07-10 01:15:00,70.0,70.0,,100.0,CLR:00,0.0
2021-07-10 02:15:00,70.0,70.0,,100.0,OVC:08 2,0.0
2021-07-10 03:15:00,70.0,70.0,,100.0,CLR:00,0.0
2021-07-10 04:15:00,68.0,68.0,,100.0,SCT:04 2,0.0
2021-07-10 05:15:00,68.0,68.0,,100.0,CLR:00,0.0
2021-07-10 06:15:00,70.0,70.0,,100.0,SCT:04 2,3.0
2021-07-10 07:15:00,73.0,72.0,,94.0,SCT:04 2,77.0
2021-07-10 08:15:00,79.0,74.0,,79.0,CLR:00,142.0
2021-07-10 09:15:00,81.0,75.0,,74.0,CLR:00,336.0
2021-07-10 10:15:00,82.0,76.0,,74.0,CLR:00,774.0
2021-07-10 11:15:00,86.0,77.0,,66.0,SCT:04 27,1151.0
2021-07-10 12:15:00,86.0,77.0,,66.0,CLR:00,1316.0
2021-07-10 13:15:00,88.0,77.0,,59.0,CLR:00,1588.0
2021-07-10 14:15:00,88.0,77.0,,59.0,SCT:04 40,1656.0
2021-07-10 15:15:00,88.0,77.0,,59.0,CLR:00,1522.0
2021-07-10 16:15:00,88.0,77.0,,59.0,SCT:04 41,1243.0
2021-07-10 17:15:00,86.0,80.0,,75.0,SCT:04 2,1103.0
2021-07-10 18:15:00,84.0,79.0,,79.0,CLR:00,688.0
2021-07-10 19:15:00,81.0,80.0,,94.0,CLR:00,409.0
2021-07-10 20:15:00,79.0,78.0,,94.0,CLR:00,4.0
2021-07-10 21:15:00,77.0,77.0,,100.0,CLR:00,0.0
2021-07-10 22:15:00,75.0,75.0,,100.0,CLR:00,0.0
2021-07-10 23:15:00,75.0,74.0,,94.0,CLR:00,0.0
2021-07-11 00:15:00,75.0,74.0,,94.0,BKN:07 80,0.0
2021-07-11 01:15:00,73.0,73.0,,100.0,CLR:00,0.0
2021-07-11 02:15:00,73.0,73.0,,100.0,SCT:04 6,0.0
2021-07-11 03:15:00,75.0,75.0,,100.0,OVC:08 4,0.0
2021-07-11 04:15:00,77.0,76.0,,94.0,OVC:08 4,0.0
2021-07-11 05:15:00,77.0,76.0,,94.0,OVC:08 4,0.0
2021-07-11 06:15:00,77.0,76.0,,94.0,OVC:08 4,0.0
2021-07-11 07:15:00,,,,,,58.0
2021-07-11 08:15:00,81.0,77.0,,84.0,BKN:07 12 BKN:07 16 BKN:07 36,310.0
2021-07-11 09:15:00,81.0,78.0,,89.0,OVC:08 14,293.0
2021-07-11 10:15:00,84.0,79.0,,79.0,SCT:04 16 SCT:04 22,659.0
2021-07-11 11:15:00,84.0,79.0,,79.0,BKN:07 22 BKN:07 28 BKN:07 49,1293.0
2021-07-11 12:15:00,82.0,77.0,,79.0,SCT:04 28,892.0
2021-07-11 13:15:00,84.0,79.0,,79.0,CLR:00,1648.0
2021-07-11 14:15:00,86.0,81.0,,79.0,CLR:00,1528.0
2021-07-11 15:15:00,72.0,71.0,0.25,94.0,BKN:07 18 BKN:07 28 OVC:08 50,654.0
2021-07-11 16:15:00,73.0,72.0,0.01,94.0,SCT:04 55 BKN:07 100 OVC:08 120,110.0
2021-07-11 17:15:00,73.0,72.0,,94.0,SCT:04 2,106.0
2021-07-11 18:15:00,77.0,74.0,,89.0,CLR:00,399.0
2021-07-11 19:15:00,77.0,74.0,,89.0,CLR:00,453.0
2021-07-11 20:15:00,75.0,74.0,,94.0,CLR:00,15.0
2021-07-11 21:15:00,75.0,75.0,,100.0,CLR:00,0.0
2021-07-11 22:15:00,77.0,76.0,,94.0,CLR:00,0.0
2021-07-11 23:15:00,77.0,74.0,,89.0,CLR:00,0.0
2021-07-12 00:15:00,75.0,74.0,,94.0,CLR:00,0.0
2021-07-12 01:15:00,75.0,74.0,,94.0,CLR:00,0.0
2021-07-12 02:15:00,73.0,73.0,,100.0,CLR:00,0.0
2021-07-12 03:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-12 04:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-12 05:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-12 06:15:00,73.0,72.0,,94.0,CLR:00,3.0
2021-07-12 07:15:00,77.0,74.0,,83.0,CLR:00,54.0
2021-07-12 08:15:00,81.0,75.0,,74.0,CLR:00,81.0
2021-07-12 09:15:00,82.0,76.0,,74.0,CLR:00,236.0
2021-07-12 10:15:00,84.0,76.0,,70.0,SCT:04 28 SCT:04 34,731.0
2021-07-12 11:15:00,86.0,77.0,,66.0,BKN:07 32 BKN:07 39,1253.0
2021-07-12 12:15:00,88.0,77.0,,62.0,SCT:04 32 BKN:07 43,1366.0
2021-07-12 13:15:00,88.0,77.0,,62.0,SCT:04 37 SCT:04 43 SCT:04 55,1416.0
2021-07-12 14:15:00,88.0,79.0,,66.0,SCT:04 38 BKN:07 50,1774.0
2021-07-12 15:15:00,79.0,73.0,,74.0,SCT:04 36 SCT:04 47 BKN:07 75,1162.0
2021-07-12 16:15:00,79.0,74.0,,79.0,CLR:00,123.0
2021-07-12 17:15:00,82.0,76.0,,74.0,CLR:00,1271.0
2021-07-12 18:15:00,82.0,76.0,,74.0,CLR:00,919.0
2021-07-12 19:15:00,79.0,76.0,,89.0,CLR:00,299.0
2021-07-12 20:15:00,75.0,74.0,,94.0,CLR:00,6.0
2021-07-12 21:15:00,73.0,73.0,,100.0,CLR:00,0.0
2021-07-12 22:15:00,73.0,73.0,,100.0,CLR:00,0.0
2021-07-12 23:15:00,77.0,74.0,,89.0,CLR:00,0.0
2021-07-13 00:15:00,77.0,74.0,,89.0,CLR:00,0.0
2021-07-13 01:15:00,75.0,74.0,,94.0,CLR:00,0.0
2021-07-13 02:15:00,73.0,73.0,,100.0,CLR:00,0.0
2021-07-13 03:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-13 04:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-13 05:15:00,72.0,72.0,,100.0,CLR:00,0.0
2021-07-13 06:15:00,73.0,73.0,,100.0,OVC:08 5,0.0
2021-07-13 07:15:00,77.0,74.0,,89.0,OVC:08 5,118.0
2021-07-13 08:15:00,79.0,76.0,,89.0,OVC:08 14,261.0
2021-07-13 09:15:00,79.0,75.0,,84.0,SCT:04 16 SCT:04 22,584.0
2021-07-13 10:15:00,82.0,76.0,,74.0,SCT:04 23,880.0
2021-07-13 11:15:00,84.0,76.0,,70.0,SCT:04 25,1067.0
2021-07-13 12:15:00,82.0,75.0,,70.0,SCT:04 28,1168.0
2021-07-13 13:15:00,81.0,75.0,,79.0,CLR:00,436.0
2021-07-13 14:15:00,84.0,76.0,,70.0,CLR:00,792.0
2021-07-13 15:15:00,84.0,76.0,,70.0,CLR:00,877.0
2021-07-13 16:15:00,88.0,77.0,,62.0,CLR:00,1511.0
2021-07-13 17:15:00,86.0,75.0,,59.0,CLR:00,996.0
2021-07-13 18:15:00,82.0,75.0,,70.0,CLR:00,1231.0
2021-07-13 19:15:00,79.0,75.0,,84.0,CLR:00,83.0
2021-07-13 20:15:00,79.0,73.0,,74.0,CLR:00,5.0
2021-07-13 21:15:00,77.0,74.0,,83.0,CLR:00,0.0
2021-07-13 22:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-13 23:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-14 00:15:00,72.0,71.0,,94.0,CLR:00,0.0
2021-07-14 01:15:00,70.0,70.0,,100.0,CLR:00,0.0
2021-07-14 02:15:00,70.0,70.0,,100.0,CLR:00,0.0
2021-07-14 03:15:00,70.0,70.0,,100.0,CLR:00,0.0
2021-07-14 04:15:00,68.0,68.0,,100.0,CLR:00,0.0
2021-07-14 05:15:00,68.0,68.0,,100.0,CLR:00,0.0
2021-07-14 06:15:00,70.0,70.0,,100.0,CLR:00,2.0
2021-07-14 07:15:00,75.0,73.0,,89.0,CLR:00,55.0
2021-07-14 08:15:00,79.0,74.0,,79.0,CLR:00,86.0
2021-07-14 09:15:00,82.0,75.0,,70.0,CLR:00,231.0
2021-07-14 10:15:00,84.0,76.0,,66.0,CLR:00,736.0
2021-07-14 11:15:00,86.0,77.0,,66.0,SCT:04 32,1163.0
2021-07-14 12:15:00,86.0,76.0,,62.0,SCT:04 35,1530.0
2021-07-14 13:15:00,88.0,77.0,,59.0,SCT:04 41,1767.0
2021-07-14 14:15:00,88.0,77.0,,59.0,BKN:07 41 BKN:07 49 BKN:07 55,1954.0
2021-07-14 15:15:00,90.0,77.0,,55.0,BKN:07 43 BKN:07 65,1315.0
2021-07-14 16:15:00,90.0,77.0,,55.0,CLR:00,1813.0
2021-07-14 17:15:00,88.0,77.0,,59.0,CLR:00,1484.0
2021-07-14 18:15:00,82.0,77.0,,79.0,CLR:00,464.0
2021-07-14 19:15:00,79.0,76.0,,89.0,CLR:00,100.0
2021-07-14 20:15:00,79.0,76.0,,89.0,CLR:00,0.0
2021-07-14 21:15:00,79.0,75.0,,84.0,CLR:00,0.0
2021-07-14 22:15:00,79.0,74.0,,79.0,BKN:07 44 OVC:08 50,0.0
2021-07-14 23:15:00,77.0,74.0,,89.0,BKN:07 90,0.0
2021-07-15 00:15:00,75.0,74.0,,94.0,SCT:04 100 SCT:04 120,0.0
2021-07-15 01:15:00,75.0,74.0,,94.0,OVC:08 90,0.0
2021-07-15 02:15:00,73.0,73.0,,100.0,OVC:08 90,0.0
2021-07-15 03:15:00,73.0,73.0,,100.0,BKN:07 110,0.0
2021-07-15 04:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-15 05:15:00,73.0,72.0,,94.0,CLR:00,0.0
2021-07-15 06:15:00,73.0,73.0,,100.0,CLR:00,3.0
2021-07-15 07:15:00,79.0,75.0,,84.0,CLR:00,65.0
2021-07-15 08:15:00,81.0,75.0,,79.0,CLR:00,111.0
2021-07-15 09:15:00,82.0,76.0,,74.0,CLR:00,254.0
2021-07-15 10:15:00,86.0,77.0,,66.0,SCT:04 26,712.0
2021-07-15 11:15:00,88.0,79.0,,66.0,BKN:07 30 BKN:07 38,1136.0
2021-07-15 12:15:00,88.0,77.0,,62.0,SCT:04 38 BKN:07 48 BKN:07 55,1480.0
2021-07-15 13:15:00,90.0,78.0,,59.0,BKN:07 40 SCT:04 50,1518.0
2021-07-15 14:15:00,88.0,77.0,,62.0,SCT:04 45 BKN:07 60 BKN:07 75,1137.0
2021-07-15 15:15:00,88.0,77.0,,62.0,SCT:04 45 SCT:04 65 SCT:04 75,1938.0
2021-07-15 16:15:00,88.0,79.0,,66.0,BKN:07 100,1647.0
2021-07-15 17:15:00,84.0,76.0,,70.0,SCT:04 110,1537.0
2021-07-15 18:15:00,86.0,77.0,,66.0,BKN:07 100 OVC:08 110,525.0
2021-07-15 19:15:00,81.0,77.0,,84.0,OVC:08 110,598.0
2021-07-15 20:15:00,81.0,75.0,,79.0,OVC:08 120,9.0
2021-07-15 21:15:00,77.0,74.0,,89.0,CLR:00,0.0
2021-07-15 22:15:00,75.0,74.0,,94.0,CLR:00,0.0
2021-07-15 23:15:00,75.0,73.0,,89.0,CLR:00,0.0
2021-07-16 00:15:00,73.0,73.0,,100.0,CLR:00,0.0
